OrderID,Product,Region,Sales Channel,Sales Rep,Units Sold,Unit Price,Total Revenue,Order Date,Customer Email
ORD1635,Mouse,West,Retail,Frank,57,273.51,15590.07,2021-01-27 11:00:00,user4681@example.com
ORD1636,Laptop,North,Wholesale,Eva,39,146.27,,2021-01-27 12:00:00,user1086@example.com
ORD1637,Laptop,West,Online,Bob,53,116.31,6164.43,2021-01-27 13:00:00,user1429@example.com
ORD1638,Monitor,West,Retail,David,42,151.12,6347.04,2021-01-27 14:00:00,user9336@example.com
ORD1639,Monitor,South,Wholesale,Bob,58,282.6,16390.800000000003,2021-01-27 15:00:00,user4008@example.com
ORD1640,Camera,West,Online,David,39,24.29,947.31,2021-01-27 16:00:00,user3076@example.com
ORD1641,Keyboard,North,Wholesale,Bob,14,454.55,6363.7,2021-01-27 17:00:00,user8397@example.com
ORD1642,Smartphone,West,Wholesale,David,95,86.58,8225.1,2021-01-27 18:00:00,user9006@example.com
ORD1643,Printer,West,Wholesale,Eva,5,117.84,589.2,2021-01-27 19:00:00,user3965@example.com
ORD1644,Smartphone,East,Online,Bob,35,263.96,9238.599999999999,2021-01-27 20:00:00,user8383@example.com
ORD1645,Laptop,East,Online,Alice,87,357.96,31142.519999999997,2021-01-27 21:00:00,user8891@example.com
ORD1646,Laptop,North,Online,Eva,93,56.91,5292.63,2021-01-27 22:00:00,user1823@example.com
ORD1647,Monitor,West,Retail,Charlie,75,165.67,12425.249999999998,2021-01-27 23:00:00,user6163@example.com
ORD1648,Laptop,South,Retail,Charlie,18,484.65,8723.699999999999,2021-01-28 00:00:00,user3886@example.com
ORD1649,Tablet,West,Retail,Alice,76,138.55,10529.800000000001,2021-01-28 01:00:00,user4043@example.com
ORD1650,Monitor,East,Retail,Alice,9,163.39,,2021-01-28 02:00:00,user3003@example.com
ORD1651,Laptop,South,Wholesale,Frank,74,419.88,31071.12,2021-01-28 03:00:00,user6562@example.com
ORD1652,Mouse,South,Retail,Alice,58,34.61,2007.3799999999999,2021-01-28 04:00:00,user3051@example.com
ORD1653,Tablet,North,Online,Charlie,17,237.66,4040.22,2021-01-28 05:00:00,user4267@example.com
ORD1654,Laptop,West,Wholesale,Eva,7,196.01,1372.07,2021-01-28 06:00:00,user5303@example.com
ORD1655,Keyboard,South,Retail,Eva,46,165.13,,2021-01-28 07:00:00,user5681@example.com
ORD1656,Tablet,East,Wholesale,Bob,13,149.99,1949.8700000000001,2021-01-28 08:00:00,user8206@example.com
ORD1657,Mouse,North,Online,Charlie,40,54.77,2190.8,2021-01-28 09:00:00,user8393@example.com
ORD1658,Printer,East,Wholesale,Alice,42,164.26,6898.92,2021-01-28 10:00:00,user3942@example.com
ORD1659,Printer,South,Online,Frank,9,31.1,279.90000000000003,2021-01-28 11:00:00,user6710@example.com
ORD1660,Monitor,North,Online,Alice,50,392.67,19633.5,2021-01-28 12:00:00,user2791@example.com
ORD1661,Smartphone,South,Wholesale,David,27,205.13,5538.51,2021-01-28 13:00:00,user6935@example.com
ORD1662,Printer,South,Retail,Frank,66,227.51,15015.66,2021-01-28 14:00:00,user6517@example.com
ORD1663,Camera,East,Retail,Bob,5,447.86,2239.3,2021-01-28 15:00:00,user5791@example.com
ORD1664,Laptop,North,Retail,Eva,29,332.45,9641.05,2021-01-28 16:00:00,user5084@example.com
ORD1665,Tablet,West,Wholesale,Alice,37,13.95,516.15,2021-01-28 17:00:00,user1389@example.com
ORD1666,Monitor,North,Retail,Frank,38,472.16,17942.08,2021-01-28 18:00:00,user6873@example.com
ORD1667,Tablet,South,Online,Alice,83,126.2,10474.6,2021-01-28 19:00:00,user1259@example.com
ORD1668,Mouse,East,Online,Frank,8,62.73,501.84,2021-01-28 20:00:00,user6821@example.com
ORD1669,Camera,South,Online,David,65,386.38,25114.7,2021-01-28 21:00:00,user2737@example.com
ORD1670,Keyboard,East,Online,Frank,86,255.23,21949.78,2021-01-28 22:00:00,user8078@example.com
ORD1671,Monitor,East,Wholesale,Bob,17,222.55,3783.3500000000004,2021-01-28 23:00:00,user5554@example.com
ORD1672,Mouse,North,Online,Frank,71,132.26,9390.46,2021-01-29 00:00:00,user5444@example.com
ORD1673,Monitor,South,Retail,Alice,89,278.26,24765.14,2021-01-29 01:00:00,user5216@example.com
ORD1674,Camera,East,Wholesale,David,45,144.45,6500.249999999999,2021-01-29 02:00:00,user3033@example.com
ORD1675,Camera,North,Retail,Eva,4,451.78,1807.12,2021-01-29 03:00:00,user9129@example.com
ORD1676,Printer,East,Wholesale,Eva,36,115.45,4156.2,2021-01-29 04:00:00,user9983@example.com
ORD1677,Tablet,East,Wholesale,Alice,70,443.33,31033.1,2021-01-29 05:00:00,user9263@example.com
ORD1678,Printer,West,Wholesale,Alice,31,284.11,8807.41,2021-01-29 06:00:00,user2485@example.com
ORD1679,Camera,East,Online,David,19,415.96,7903.24,2021-01-29 07:00:00,user5426@example.com
ORD1680,Camera,South,Wholesale,Alice,61,359.29,21916.690000000002,2021-01-29 08:00:00,user1152@example.com
ORD1681,Printer,East,Retail,Alice,54,351.38,18974.52,2021-01-29 09:00:00,user3846@example.com
ORD1682,Printer,West,Retail,David,39,168.93,6588.27,2021-01-29 10:00:00,user5167@example.com
ORD1683,Smartphone,North,Retail,Charlie,91,124.61,11339.51,2021-01-29 11:00:00,user7678@example.com
ORD1684,Mouse,East,Retail,Charlie,74,113.33,8386.42,2021-01-29 12:00:00,user3612@example.com
ORD1685,Mouse,West,Online,Alice,90,430.02,38701.799999999996,2021-01-29 13:00:00,user6041@example.com
ORD1686,Tablet,North,Retail,David,19,412.01,7828.19,2021-01-29 14:00:00,user4470@example.com
ORD1687,Camera,East,Online,Frank,39,225.88,8809.32,2021-01-29 15:00:00,user7451@example.com
ORD1688,Mouse,North,Wholesale,Eva,67,74.88,5016.96,2021-01-29 16:00:00,user2928@example.com
ORD1689,Tablet,South,Retail,Alice,45,197.3,8878.5,2021-01-29 17:00:00,user5546@example.com
ORD1690,Camera,East,Wholesale,David,13,313.48,4075.2400000000002,2021-01-29 18:00:00,user6736@example.com
ORD1691,Tablet,North,Wholesale,Charlie,92,232.66,21404.72,2021-01-29 19:00:00,user8836@example.com
ORD1692,Mouse,North,Wholesale,David,58,392.29,22752.82,2021-01-29 20:00:00,user4233@example.com
ORD1693,Smartphone,South,Retail,Frank,20,498.84,9976.8,2021-01-29 21:00:00,user3564@example.com
ORD1694,Mouse,North,Wholesale,Bob,92,103.65,9535.800000000001,2021-01-29 22:00:00,user6220@example.com
ORD1695,Printer,South,Wholesale,Frank,72,235.23,16936.559999999998,2021-01-29 23:00:00,user3889@example.com
ORD1696,Camera,West,Online,Frank,61,221.18,13491.98,2021-01-30 00:00:00,user4529@example.com
ORD1697,Tablet,South,Wholesale,David,39,159.2,6208.799999999999,2021-01-30 01:00:00,user3237@example.com
ORD1698,Tablet,North,Wholesale,Charlie,1,107.07,107.07,2021-01-30 02:00:00,user9147@example.com
ORD1699,Camera,East,Retail,David,3,42.19,,2021-01-30 03:00:00,user5593@example.com
ORD1700,Keyboard,North,Retail,Bob,77,444.69,34241.13,2021-01-30 04:00:00,user5688@example.com
ORD1701,Tablet,East,Wholesale,Eva,92,215.73,19847.16,2021-01-30 05:00:00,user5434@example.com
ORD1702,Mouse,South,Wholesale,Frank,62,253.48,15715.76,2021-01-30 06:00:00,user2813@example.com
ORD1703,Keyboard,North,Online,David,63,459.3,28935.9,2021-01-30 07:00:00,user1792@example.com
ORD1704,Smartphone,North,Online,Charlie,25,390.38,9759.5,2021-01-30 08:00:00,user1325@example.com
ORD1705,Monitor,West,Retail,Alice,56,73.95,4141.2,2021-01-30 09:00:00,user1124@example.com
ORD1706,Mouse,South,Wholesale,Bob,33,287.06,9472.98,2021-01-30 10:00:00,user7896@example.com
ORD1707,Mouse,North,Retail,David,38,226.7,8614.6,2021-01-30 11:00:00,user5566@example.com
ORD1708,Printer,South,Wholesale,Bob,6,400.63,2403.7799999999997,2021-01-30 12:00:00,user3682@example.com
ORD1709,Laptop,North,Online,Frank,58,364.87,21162.46,2021-01-30 13:00:00,user9993@example.com
ORD1710,Laptop,East,Retail,Alice,44,348.3,15325.2,2021-01-30 14:00:00,user1009@example.com
ORD1711,Mouse,South,Online,Charlie,45,176.87,7959.150000000001,2021-01-30 15:00:00,user9608@example.com
ORD1712,Printer,North,Wholesale,Bob,32,404.43,12941.76,2021-01-30 16:00:00,user2948@example.com
ORD1713,Monitor,South,Online,David,45,35.67,1605.15,2021-01-30 17:00:00,user5855@example.com
ORD1714,Keyboard,West,Online,Alice,61,88.22,5381.42,2021-01-30 18:00:00,user7566@example.com
ORD1715,Camera,East,Wholesale,Charlie,47,174.46,8199.62,2021-01-30 19:00:00,user6894@example.com
ORD1716,Printer,West,Retail,Eva,21,47.64,1000.44,2021-01-30 20:00:00,user8302@example.com
ORD1717,Smartphone,South,Retail,Frank,80,125.15,10012.0,2021-01-30 21:00:00,user9426@example.com
ORD1718,Tablet,East,Wholesale,David,85,416.77,35425.45,2021-01-30 22:00:00,user4954@example.com
ORD1719,Monitor,South,Wholesale,Charlie,75,474.64,35598.0,2021-01-30 23:00:00,user1131@example.com
ORD1720,Laptop,East,Online,Alice,36,159.26,5733.36,2021-01-31 00:00:00,user7684@example.com
ORD1721,Printer,East,Wholesale,Frank,99,139.61,13821.390000000001,2021-01-31 01:00:00,user8950@example.com
ORD1722,Camera,East,Online,Eva,19,147.15,2795.85,2021-01-31 02:00:00,user7102@example.com
ORD1723,Camera,North,Retail,Charlie,20,146.08,2921.6000000000004,2021-01-31 03:00:00,user8883@example.com
ORD1724,Laptop,West,Wholesale,David,57,27.61,1573.77,2021-01-31 04:00:00,user4616@example.com
ORD1725,Monitor,South,Retail,Eva,18,464.19,8355.42,2021-01-31 05:00:00,user9266@example.com
ORD1726,Printer,South,Online,Bob,47,114.71,5391.37,2021-01-31 06:00:00,user8127@example.com
ORD1727,Tablet,West,Wholesale,Charlie,49,215.8,10574.2,2021-01-31 07:00:00,user8825@example.com
ORD1728,Smartphone,South,Online,Bob,14,14.75,206.5,2021-01-31 08:00:00,user8465@example.com
ORD1729,Monitor,North,Online,Eva,15,430.4,6456.0,2021-01-31 09:00:00,user2682@example.com
ORD1730,Smartphone,West,Wholesale,Eva,31,368.27,11416.369999999999,2021-01-31 10:00:00,user1791@example.com
ORD1731,Monitor,North,Online,Charlie,1,473.91,473.91,2021-01-31 11:00:00,user6873@example.com
ORD1732,Mouse,West,Online,Frank,54,392.99,21221.46,2021-01-31 12:00:00,user1722@example.com
ORD1733,Keyboard,East,Retail,Bob,3,163.72,491.15999999999997,2021-01-31 13:00:00,user6689@example.com
ORD1734,Keyboard,East,Online,Frank,16,131.46,2103.36,2021-01-31 14:00:00,user5053@example.com
ORD1735,Printer,West,Retail,David,87,351.88,30613.56,2021-01-31 15:00:00,user8724@example.com
ORD1736,Tablet,South,Wholesale,Bob,57,188.42,,2021-01-31 16:00:00,user6167@example.com
ORD1737,Camera,North,Wholesale,Alice,75,287.45,21558.75,2021-01-31 17:00:00,user1128@example.com
ORD1738,Camera,West,Wholesale,Eva,12,13.07,156.84,2021-01-31 18:00:00,user8710@example.com
ORD1739,Tablet,West,Wholesale,Bob,74,40.32,2983.68,2021-01-31 19:00:00,user5857@example.com
ORD1740,Keyboard,South,Online,David,96,272.33,26143.68,2021-01-31 20:00:00,user4856@example.com
ORD1741,Mouse,South,Wholesale,Frank,16,287.38,4598.08,2021-01-31 21:00:00,user2124@example.com
ORD1742,Mouse,North,Online,Eva,72,378.21,27231.12,2021-01-31 22:00:00,user9244@example.com
ORD1743,Tablet,North,Wholesale,David,76,74.66,5674.16,2021-01-31 23:00:00,user5857@example.com
ORD1744,Smartphone,South,Online,Eva,24,261.46,6275.039999999999,2021-02-01 00:00:00,user8171@example.com
ORD1745,Tablet,South,Retail,Eva,28,105.28,2947.84,2021-02-01 01:00:00,user5216@example.com
ORD1746,Camera,North,Wholesale,Alice,8,55.67,445.36,2021-02-01 02:00:00,user9089@example.com
ORD1747,Mouse,East,Retail,Eva,92,211.14,19424.879999999997,2021-02-01 03:00:00,user6878@example.com
ORD1748,Tablet,North,Retail,Frank,36,90.03,3241.08,2021-02-01 04:00:00,user3603@example.com
ORD1749,Keyboard,East,Retail,Charlie,90,118.67,10680.3,2021-02-01 05:00:00,user2945@example.com
ORD1750,Mouse,West,Retail,Charlie,8,165.6,1324.8,2021-02-01 06:00:00,user3741@example.com
ORD1751,Monitor,North,Wholesale,Frank,58,137.1,7951.799999999999,2021-02-01 07:00:00,user1729@example.com
ORD1752,Keyboard,West,Retail,David,60,52.92,3175.2000000000003,2021-02-01 08:00:00,user3623@example.com
ORD1753,Smartphone,East,Retail,David,50,54.06,2703.0,2021-02-01 09:00:00,user3826@example.com
ORD1754,Monitor,South,Online,Alice,28,104.69,2931.3199999999997,2021-02-01 10:00:00,user9378@example.com
ORD1755,Smartphone,West,Retail,Alice,92,34.77,3198.84,2021-02-01 11:00:00,user1962@example.com
ORD1756,Mouse,East,Wholesale,Eva,41,316.96,12995.359999999999,2021-02-01 12:00:00,user8527@example.com
ORD1757,Printer,North,Online,Charlie,64,150.79,9650.56,2021-02-01 13:00:00,user9063@example.com
ORD1758,Tablet,East,Retail,Frank,27,147.08,3971.1600000000003,2021-02-01 14:00:00,user1423@example.com
ORD1759,Monitor,West,Wholesale,Eva,63,172.68,10878.84,2021-02-01 15:00:00,user6863@example.com
ORD1760,Keyboard,East,Wholesale,Eva,17,334.77,5691.09,2021-02-01 16:00:00,user6941@example.com
ORD1761,Printer,South,Retail,Eva,73,436.61,31872.530000000002,2021-02-01 17:00:00,user6323@example.com
ORD1762,Smartphone,East,Online,David,33,381.95,12604.35,2021-02-01 18:00:00,user6793@example.com
ORD1763,Monitor,West,Online,David,84,366.49,30785.16,2021-02-01 19:00:00,user9707@example.com
ORD1764,Tablet,North,Wholesale,Frank,77,247.35,19045.95,2021-02-01 20:00:00,user5833@example.com
ORD1765,Camera,South,Wholesale,Frank,92,349.96,32196.32,2021-02-01 21:00:00,user3832@example.com
ORD1766,Laptop,South,Online,Charlie,29,280.85,8144.650000000001,2021-02-01 22:00:00,user6178@example.com
ORD1767,Laptop,North,Online,Alice,13,115.96,1507.48,2021-02-01 23:00:00,user1598@example.com
ORD1768,Mouse,North,Retail,Charlie,46,112.21,5161.66,2021-02-02 00:00:00,user2901@example.com
ORD1769,Tablet,South,Wholesale,Bob,35,155.23,5433.049999999999,2021-02-02 01:00:00,user6507@example.com
ORD1770,Smartphone,East,Online,Alice,6,456.29,2737.7400000000002,2021-02-02 02:00:00,user8705@example.com
ORD1771,Laptop,East,Wholesale,David,82,278.23,22814.86,2021-02-02 03:00:00,user7333@example.com
ORD1772,Mouse,East,Retail,Frank,69,369.61,25503.09,2021-02-02 04:00:00,user3149@example.com
ORD1773,Mouse,West,Wholesale,David,47,179.81,8451.07,2021-02-02 05:00:00,user3736@example.com
ORD1774,Mouse,South,Online,David,25,209.78,5244.5,2021-02-02 06:00:00,user5180@example.com
ORD1775,Mouse,South,Wholesale,Bob,66,71.53,4720.9800000000005,2021-02-02 07:00:00,user1133@example.com
ORD1776,Mouse,West,Wholesale,Frank,10,93.93,939.3000000000001,2021-02-02 08:00:00,user3065@example.com
ORD1777,Camera,West,Retail,Charlie,56,415.4,23262.399999999998,2021-02-02 09:00:00,user3523@example.com
ORD1778,Laptop,South,Online,David,30,296.57,8897.1,2021-02-02 10:00:00,user8516@example.com
ORD1779,Printer,North,Retail,Eva,5,175.39,876.9499999999999,2021-02-02 11:00:00,user8659@example.com
ORD1780,Smartphone,West,Online,Bob,33,403.4,13312.199999999999,2021-02-02 12:00:00,user8529@example.com
ORD1781,Printer,South,Retail,Alice,65,130.79,8501.35,2021-02-02 13:00:00,user9490@example.com
ORD1782,Monitor,North,Online,Frank,18,488.26,8788.68,2021-02-02 14:00:00,user4674@example.com
ORD1783,Camera,South,Online,David,96,178.96,17180.16,2021-02-02 15:00:00,user1635@example.com
ORD1784,Mouse,East,Online,Eva,49,175.28,8588.72,2021-02-02 16:00:00,user3223@example.com
ORD1785,Smartphone,West,Retail,Charlie,11,162.84,1791.24,2021-02-02 17:00:00,user5896@example.com
ORD1786,Printer,South,Wholesale,Bob,85,69.83,5935.55,2021-02-02 18:00:00,user6213@example.com
ORD1787,Laptop,South,Online,Alice,26,64.46,1675.9599999999998,2021-02-02 19:00:00,user5671@example.com
ORD1788,Monitor,West,Wholesale,David,63,327.57,20636.91,2021-02-02 20:00:00,user6900@example.com
ORD1789,Keyboard,North,Online,Charlie,89,438.81,39054.090000000004,2021-02-02 21:00:00,user6113@example.com
ORD1790,Tablet,North,Online,Bob,86,397.36,34172.96,2021-02-02 22:00:00,user9408@example.com
ORD1791,Camera,East,Online,Alice,59,79.14,4669.26,2021-02-02 23:00:00,user1866@example.com
ORD1792,Laptop,South,Retail,David,27,277.34,7488.179999999999,2021-02-03 00:00:00,user9728@example.com
ORD1793,Monitor,East,Online,Eva,49,61.74,3025.26,2021-02-03 01:00:00,user5903@example.com
ORD1794,Laptop,West,Retail,Alice,77,32.19,2478.6299999999997,2021-02-03 02:00:00,user5283@example.com
ORD1795,Monitor,West,Retail,Charlie,33,331.63,,2021-02-03 03:00:00,user8780@example.com
ORD1796,Printer,South,Online,David,98,272.22,26677.56,2021-02-03 04:00:00,user9096@example.com
ORD1797,Printer,North,Online,David,99,50.19,4968.8099999999995,2021-02-03 05:00:00,user9904@example.com
ORD1798,Mouse,East,Retail,Charlie,1,27.12,27.12,2021-02-03 06:00:00,user1499@example.com
ORD1799,Camera,East,Retail,Bob,21,494.98,10394.58,2021-02-03 07:00:00,user5683@example.com
ORD1800,Printer,North,Online,David,55,24.71,1359.05,2021-02-03 08:00:00,user2792@example.com
ORD1801,Smartphone,East,Retail,Frank,6,227.82,1366.92,2021-02-03 09:00:00,user7958@example.com
ORD1802,Smartphone,West,Wholesale,Alice,92,257.26,23667.92,2021-02-03 10:00:00,user5995@example.com
ORD1803,Smartphone,South,Online,Eva,81,67.47,5465.07,2021-02-03 11:00:00,user4405@example.com
ORD1804,Mouse,East,Retail,Alice,69,92.84,6405.96,2021-02-03 12:00:00,user2930@example.com
ORD1805,Camera,West,Retail,David,95,182.38,17326.1,2021-02-03 13:00:00,user5908@example.com
ORD1806,Smartphone,East,Online,Charlie,5,383.22,1916.1000000000001,2021-02-03 14:00:00,user5145@example.com
ORD1807,Laptop,North,Wholesale,David,3,258.47,775.4100000000001,2021-02-03 15:00:00,user1424@example.com
ORD1808,Printer,South,Retail,Charlie,53,322.57,17096.21,2021-02-03 16:00:00,user3800@example.com
ORD1809,Mouse,West,Retail,Eva,23,492.74,11333.02,2021-02-03 17:00:00,user4254@example.com
ORD1810,Camera,West,Retail,Frank,53,386.32,20474.96,2021-02-03 18:00:00,user6957@example.com
ORD1811,Keyboard,East,Online,Frank,37,222.84,8245.08,2021-02-03 19:00:00,user5280@example.com
ORD1812,Printer,West,Retail,Charlie,74,228.76,16928.239999999998,2021-02-03 20:00:00,user1630@example.com
ORD1813,Tablet,South,Online,Charlie,74,313.2,23176.8,2021-02-03 21:00:00,user9052@example.com
ORD1814,Monitor,South,Retail,Eva,83,336.03,27890.489999999998,2021-02-03 22:00:00,user4452@example.com
ORD1815,Smartphone,West,Retail,Charlie,17,255.35,4340.95,2021-02-03 23:00:00,user1782@example.com
ORD1816,Keyboard,South,Retail,Frank,85,325.98,27708.300000000003,2021-02-04 00:00:00,user2762@example.com
ORD1817,Laptop,West,Retail,Charlie,78,21.53,1679.3400000000001,2021-02-04 01:00:00,user8463@example.com
ORD1818,Camera,North,Wholesale,Frank,73,220.52,16097.960000000001,2021-02-04 02:00:00,user4572@example.com
ORD1819,Keyboard,East,Retail,Charlie,1,146.68,146.68,2021-02-04 03:00:00,user4432@example.com
ORD1820,Monitor,West,Wholesale,Eva,51,73.3,3738.2999999999997,2021-02-04 04:00:00,user6973@example.com
ORD1821,Smartphone,South,Retail,Alice,45,58.78,2645.1,2021-02-04 05:00:00,user6671@example.com
ORD1822,Monitor,South,Retail,Bob,77,305.56,23528.12,2021-02-04 06:00:00,user6152@example.com
ORD1823,Tablet,North,Wholesale,Bob,4,266.56,1066.24,2021-02-04 07:00:00,user2493@example.com
ORD1824,Monitor,North,Wholesale,David,62,134.26,8324.119999999999,2021-02-04 08:00:00,user9504@example.com
ORD1825,Keyboard,South,Online,Eva,65,240.77,15650.050000000001,2021-02-04 09:00:00,user7103@example.com
ORD1826,Printer,South,Online,David,32,251.19,8038.08,2021-02-04 10:00:00,user4249@example.com
ORD1827,Keyboard,North,Wholesale,Charlie,34,105.55,3588.7,2021-02-04 11:00:00,user3910@example.com
ORD1828,Smartphone,West,Wholesale,David,92,329.53,30316.76,2021-02-04 12:00:00,user1459@example.com
ORD1829,Printer,East,Retail,Frank,95,392.65,37301.75,2021-02-04 13:00:00,user1250@example.com
ORD1830,Keyboard,North,Wholesale,Alice,72,397.82,28643.04,2021-02-04 14:00:00,user4557@example.com
ORD1831,Tablet,North,Wholesale,David,39,305.21,11903.189999999999,2021-02-04 15:00:00,user7217@example.com
ORD1832,Tablet,West,Retail,Eva,26,260.7,6778.2,2021-02-04 16:00:00,user5787@example.com
ORD1833,Printer,West,Wholesale,Frank,34,39.89,1356.26,2021-02-04 17:00:00,user9452@example.com
ORD1834,Laptop,North,Online,Charlie,54,151.04,8156.16,2021-02-04 18:00:00,user5568@example.com
ORD1835,Smartphone,East,Online,David,3,55.7,167.10000000000002,2021-02-04 19:00:00,user6770@example.com
ORD1836,Laptop,East,Online,Bob,50,482.27,24113.5,2021-02-04 20:00:00,user9557@example.com
ORD1837,Camera,North,Retail,David,12,76.19,914.28,2021-02-04 21:00:00,user3290@example.com
ORD1838,Keyboard,South,Retail,Bob,65,84.37,5484.05,2021-02-04 22:00:00,user3946@example.com
ORD1839,Laptop,South,Online,Alice,54,445.89,24078.059999999998,2021-02-04 23:00:00,user1919@example.com
ORD1840,Tablet,North,Online,Alice,5,472.52,2362.6,2021-02-05 00:00:00,user7296@example.com
ORD1841,Laptop,North,Wholesale,Charlie,94,385.26,36214.44,2021-02-05 01:00:00,user2135@example.com
ORD1842,Mouse,West,Online,Bob,94,12.65,1189.1000000000001,2021-02-05 02:00:00,user6872@example.com
ORD1843,Printer,East,Online,David,57,10.66,607.62,2021-02-05 03:00:00,user5266@example.com
ORD1844,Laptop,North,Wholesale,Eva,17,195.27,3319.59,2021-02-05 04:00:00,user3262@example.com
ORD1845,Monitor,East,Wholesale,Charlie,47,80.26,3772.2200000000003,2021-02-05 05:00:00,user4402@example.com
ORD1846,Smartphone,East,Online,Frank,23,19.01,437.23,2021-02-05 06:00:00,user3769@example.com
ORD1847,Mouse,South,Wholesale,Alice,79,237.39,18753.809999999998,2021-02-05 07:00:00,user5476@example.com
ORD1848,Printer,East,Online,Bob,85,472.1,40128.5,2021-02-05 08:00:00,user4478@example.com
ORD1849,Mouse,South,Wholesale,David,14,168.67,2361.3799999999997,2021-02-05 09:00:00,user1592@example.com
ORD1850,Tablet,East,Retail,Alice,66,333.96,22041.359999999997,2021-02-05 10:00:00,user4122@example.com
ORD1851,Smartphone,West,Retail,Charlie,75,329.6,24720.0,2021-02-05 11:00:00,user5089@example.com
ORD1852,Keyboard,South,Online,Bob,51,133.03,6784.53,2021-02-05 12:00:00,user5413@example.com
ORD1853,Laptop,South,Online,Charlie,38,328.71,12490.98,2021-02-05 13:00:00,user2772@example.com
ORD1854,Mouse,North,Online,David,64,114.04,7298.56,2021-02-05 14:00:00,user8500@example.com
ORD1855,Monitor,North,Retail,David,98,69.78,6838.4400000000005,2021-02-05 15:00:00,user8897@example.com
ORD1856,Keyboard,West,Retail,Bob,38,353.68,13439.84,2021-02-05 16:00:00,user2541@example.com
ORD1857,Monitor,West,Retail,Charlie,50,65.59,3279.5,2021-02-05 17:00:00,user8673@example.com
ORD1858,Monitor,West,Retail,Frank,98,498.49,48852.020000000004,2021-02-05 18:00:00,user9111@example.com
ORD1859,Printer,North,Retail,Alice,82,99.89,8190.9800000000005,2021-02-05 19:00:00,user8991@example.com
ORD1860,Tablet,South,Online,Eva,30,301.13,9033.9,2021-02-05 20:00:00,user7145@example.com
ORD1861,Smartphone,West,Online,Bob,79,211.57,16714.03,2021-02-05 21:00:00,user6300@example.com
ORD1862,Smartphone,East,Wholesale,David,91,71.93,,2021-02-05 22:00:00,user6632@example.com
ORD1863,Laptop,South,Retail,Bob,51,23.64,1205.64,2021-02-05 23:00:00,user4203@example.com
ORD1864,Monitor,North,Wholesale,Frank,63,315.14,19853.82,2021-02-06 00:00:00,user1948@example.com
ORD1865,Keyboard,North,Retail,Charlie,98,405.31,39720.38,2021-02-06 01:00:00,user3273@example.com
ORD1866,Keyboard,East,Online,Charlie,52,422.59,21974.68,2021-02-06 02:00:00,user7169@example.com
ORD1867,Camera,West,Online,David,38,246.53,9368.14,2021-02-06 03:00:00,user8873@example.com
ORD1868,Laptop,South,Online,Eva,97,390.95,37922.15,2021-02-06 04:00:00,user7540@example.com
ORD1869,Keyboard,South,Wholesale,Eva,88,339.7,29893.6,2021-02-06 05:00:00,user6093@example.com
ORD1870,Printer,South,Online,Charlie,79,364.88,28825.52,2021-02-06 06:00:00,user2548@example.com
ORD1871,Camera,East,Retail,David,30,251.37,7541.1,2021-02-06 07:00:00,user3391@example.com
ORD1872,Smartphone,North,Retail,Frank,51,320.37,16338.87,2021-02-06 08:00:00,user3995@example.com
ORD1873,Mouse,West,Wholesale,Charlie,81,404.71,32781.509999999995,2021-02-06 09:00:00,user3453@example.com
ORD1874,Printer,East,Online,David,5,204.96,1024.8,2021-02-06 10:00:00,user6007@example.com
ORD1875,Keyboard,East,Retail,Frank,29,404.93,11742.97,2021-02-06 11:00:00,user8158@example.com
ORD1876,Keyboard,West,Wholesale,Frank,4,300.09,,2021-02-06 12:00:00,user6680@example.com
ORD1877,Camera,South,Online,David,10,91.29,912.9000000000001,2021-02-06 13:00:00,user4485@example.com
ORD1878,Camera,South,Retail,Charlie,56,22.1,1237.6000000000001,2021-02-06 14:00:00,user4990@example.com
ORD1879,Tablet,North,Online,David,17,187.75,3191.75,2021-02-06 15:00:00,user6608@example.com
ORD1880,Tablet,South,Retail,Eva,74,277.88,20563.12,2021-02-06 16:00:00,user3894@example.com
ORD1881,Laptop,East,Online,Bob,17,421.51,7165.67,2021-02-06 17:00:00,user6450@example.com
ORD1882,Smartphone,East,Wholesale,Bob,84,72.47,6087.48,2021-02-06 18:00:00,user9226@example.com
ORD1883,Monitor,North,Wholesale,Charlie,88,402.1,35384.8,2021-02-06 19:00:00,user5165@example.com
ORD1884,Printer,South,Wholesale,Eva,69,432.87,29868.03,2021-02-06 20:00:00,user4271@example.com
ORD1885,Keyboard,South,Wholesale,Charlie,34,83.84,2850.56,2021-02-06 21:00:00,user6050@example.com
ORD1886,Mouse,South,Online,Bob,6,427.28,2563.68,2021-02-06 22:00:00,user3771@example.com
ORD1887,Smartphone,South,Wholesale,Eva,53,495.81,,2021-02-06 23:00:00,user9090@example.com
ORD1888,Laptop,West,Retail,Alice,66,366.15,24165.899999999998,2021-02-07 00:00:00,user2130@example.com
ORD1889,Printer,West,Retail,Frank,77,394.54,30379.58,2021-02-07 01:00:00,user5301@example.com
ORD1890,Mouse,West,Online,Alice,43,497.26,21382.18,2021-02-07 02:00:00,user8134@example.com
ORD1891,Tablet,West,Online,Bob,75,306.69,23001.75,2021-02-07 03:00:00,user6720@example.com
ORD1892,Smartphone,West,Online,Charlie,23,160.86,3699.78,2021-02-07 04:00:00,user9000@example.com
ORD1893,Smartphone,East,Online,Charlie,55,420.39,23121.45,2021-02-07 05:00:00,user7177@example.com
